1005300,badbatch,2.0
1005300,BlunderFunk,2.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,schvatzva,2.0
1005300,7.65612E+16,1.0
1005300,heystrangelove,2.0
1005300,7.65612E+16,1.0
1005300,GeoMod24,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,timraw,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,El3tricStorm,1.0
1005300,7.65612E+16,1.0
1005300,AWildOcelot,1.0
1005300,leroyp,2.0
1005300,7.65612E+16,2.0
1005300,Lcast15,2.0
1005300,wolfstar76,3.0
1005300,IronHeads,2.0
1005300,beanbearrito,4.0
1005300,7.65612E+16,1.0
1005300,burgerlord37,1.0
1005300,7.65612E+16,1.0
1005300,comicbookguy2323,1.0
1005300,awakeningarrow,2.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,beneathanime,1.0
1005300,justlikebart69,1.0
1005300,Comoros,2.0
1005300,7.65612E+16,1.0
1005300,sawniie,1.0
1005300,Changbot123456,2.0
1005300,NickTheCanadianCore,1.0
1005300,VeiledByShadows,2.0
1005300,7.65612E+16,2.0
1005300,Lcast15,2.0
1005300,wolfstar76,3.0
1005300,IronHeads,2.0
1005300,beanbearrito,4.0
1005300,7.65612E+16,1.0
1005300,burgerlord37,1.0
1005300,7.65612E+16,1.0
1005300,comicbookguy2323,1.0
1005300,awakeningarrow,2.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,beneathanime,1.0
1005300,justlikebart69,1.0
1005300,Comoros,2.0
1005300,7.65612E+16,1.0
1005300,sawniie,1.0
1005300,Changbot123456,2.0
1005300,NickTheCanadianCore,1.0
1005300,VeiledByShadows,2.0
1005300,7.65612E+16,1.0
1005300,GothCriollo,4.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,Garrawr,1.0
1005300,archeer,2.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,2.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,ManicMike1997,2.0
1005300,techmonkey1029,2.0
1005300,koreanlamp,1.0
1005300,7.65612E+16,2.0
1005300,chrishandley,2.0
1005300,imjustscales,1.0
1005300,7.65612E+16,1.0
1005300,JaywaIkin,1.0
1005300,7.65612E+16,1.0
1005300,camlen92,2.0
1005300,4doz,2.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,H3RAR,2.0
1005300,Synth000,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,Zhatsune,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,DS9Fireblade,1.0
1005300,usurer,3.0
1005300,troyc212,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,MrEGM,3.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,2.0
1005300,SkooterBoi,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,curbaczzz,1.0
1005300,NinjaTune8,3.0
1005300,7.65612E+16,3.0
1005300,TotallyYourGrandpa,2.0
1005300,jmseguin,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,7.65612E+16,1.0
1005300,jawabobo,3.0
1005300,Datjaytho,1.0
1005300,TOMBO150,1.0
1005300,Toreadore-You,1.0
1005300,norbert2006,1.0
1005300,apophiswrath,1.0
1005300,7.65612E+16,1.0
1005300,spacev1king,2.0
1005300,7.65612E+16,1.0
1005300,RavenTheReaper,2.0
